Baufertigstellungen seit 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9673133;      Heustreu;3;2;1;–;4;1;1;2;10;7;3;–;20;–;10;10;4;3;1;–;5;–;2;3;5;5;–;–;6;1;–;5;9;9;–;–;9;–;–;9;4;3;1;–;9;3;1;5;6;–;3;3;21;8;10;3;6;3;2;1;13;1;9;3
9673134;      Höchheim;1;1;–;–;2;–;–;2;1;1;–;–;1;–;–;1;–;–;–;–;–;–;–;–;–;–;–;–;1;–;1;–;1;1;–;–;2;–;–;2;1;1;–;–;1;–;–;1;–;–;–;–;–;–;–;–;–;–;–;–;2;1;2;-1
9673135;      Hohenroth;18;16;1;1;25;5;5;15;34;33;1;–;36;–;7;29;15;14;1;–;17;1;3;13;10;8;2;–;15;–;5;10;8;6;2;–;10;1;–;9;5;4;1;–;6;1;1;4;4;4;–;–;4;–;–;4;5;3;1;1;14;1;5;8
9673136;      Hollstadt;–;–;–;–;–;–;–;–;1;1;–;–;1;–;-1;2;3;3;–;–;3;–;–;3;5;5;–;–;6;–;2;4;2;2;–;–;2;–;1;1;2;2;–;–;3;–;–;3;5;5;–;–;6;–;2;4;1;–;1;–;2;–;2;–
9673141;      Bad Königshofen i.Grabfeld, St;8;6;–;2;21;–;13;8;2;1;–;1;1;-6;1;6;7;6;1;–;8;-2;3;7;11;9;–;2;30;6;9;15;5;4;1;–;6;1;–;5;4;1;–;3;20;4;14;2;2;–;1;1;8;7;1;0;9;6;3;–;18;4;9;5
9673142;      Mellrichstadt, St;6;6;–;–;8;–;–;8;8;6;1;1;17;2;11;4;9;6;2;1;19;1;8;10;10;9;1;–;15;5;2;8;11;11;–;–;15;1;2;12;5;3;–;2;14;-1;11;4;13;12;–;1;17;3;4;10;7;5;1;1;18;3;6;9
9673146;      Niederlauer;3;3;–;–;2;–;-1;3;6;5;1;–;9;2;–;7;9;9;–;–;9;–;–;9;5;5;–;–;7;2;–;5;5;5;–;–;6;–;3;3;3;3;–;–;5;1;1;3;2;1;1;–;5;3;–;2;4;4;–;–;4;–;–;4
9673147;      Nordheim v.d.Rhön;1;1;–;–;2;–;–;2;1;1;–;–;2;–;2;–;2;2;–;–;3;–;1;2;5;4;–;1;8;-1;3;6;–;–;–;–;–;–;–;–;3;2;1;–;4;–;–;4;2;2;–;–;2;–;–;2;–;–;–;–;-1;–;-3;2
9673149;      Oberelsbach, M;4;4;–;–;6;–;1;5;3;1;1;1;9;1;7;1;8;7;1;–;10;–;2;8;4;4;–;–;6;–;3;3;4;4;–;–;5;–;–;5;6;5;–;1;8;–;1;7;9;8;1;–;10;1;–;9;11;8;1;2;18;6;4;8
9673151;      Oberstreu;–;–;–;–;–;–;–;–;3;3;–;–;3;–;–;3;2;1;1;–;4;2;–;2;6;4;1;1;11;1;2;8;–;–;–;–;–;–;–;–;4;4;–;–;4;1;–;3;2;1;1;–;3;1;1;1;8;6;2;–;9;1;-2;10
9673153;      Ostheim v.d.Rhön, St;4;4;–;–;9;–;3;6;4;4;–;–;4;–;-1;5;1;1;–;–;2;1;–;1;8;7;1;–;21;1;11;9;2;2;–;–;2;–;–;2;2;2;–;–;2;–;2;–;2;2;–;–;1;-1;-1;3;2;2;–;–;3;1;–;2
9673156;      Rödelmaier;–;–;–;–;–;–;–;–;12;11;1;–;14;–;2;12;3;2;–;1;6;–;4;2;3;3;–;–;4;–;2;2;4;4;–;–;4;–;–;4;6;6;–;–;6;–;-1;7;2;2;–;–;3;–;1;2;1;1;–;–;1;–;–;1
9673160;      Saal a.d.Saale, M;–;–;–;–;–;–;-2;2;4;4;–;–;6;–;3;3;3;2;1;–;4;–;1;3;6;5;1;–;7;1;1;5;6;5;–;1;25;16;3;6;10;9;1;–;12;–;2;10;3;3;–;–;3;–;–;3;4;3;1;–;7;–;3;4
9673161;      Salz;3;3;–;–;3;–;1;2;14;12;1;1;24;–;3;21;9;8;1;–;10;–;–;10;5;5;–;–;6;1;-1;6;–;–;–;–;1;–;–;1;4;1;1;2;20;1;13;6;1;1;–;–;1;–;–;1;5;5;–;–;7;2;2;3
9673162;      Sandberg;–;–;–;–;3;–;1;2;1;1;–;–;5;–;4;1;5;5;–;–;7;–;2;5;3;2;1;–;4;-1;–;5;–;–;–;–;2;–;–;2;1;1;–;–;1;–;–;1;1;1;–;–;2;1;–;1;3;3;–;–;4;–;2;2
9673163;      Schönau a.d.Brend;–;–;–;–;–;–;-1;1;2;2;–;–;3;1;–;2;2;2;–;–;2;–;–;2;3;3;–;–;4;–;3;1;1;1;–;–;1;–;–;1;1;1;–;–;1;–;-1;2;4;4;–;–;4;–;0;4;1;1;–;–;1;–;–;1
9673167;      Sondheim v.d.Rhön;4;4;–;–;4;–;1;3;1;1;–;–;4;–;1;3;3;3;–;–;3;–;–;3;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1
9673170;      Stockheim;–;–;–;–;–;–;–;–;1;1;–;–;3;1;–;2;–;–;–;–;–;–;-1;1;1;–;1;–;4;–;2;2;4;4;–;–;4;–;1;3;2;1;1;–;6;1;2;3;1;1;–;–;1;–;–;1;3;1;2;–;6;1;1;4
9673171;      Strahlungen;–;–;–;–;-1;–;–;-1;9;7;1;1;17;1;10;6;2;–;1;1;6;–;4;2;1;1;–;–;1;–;–;1;7;6;1;–;8;–;2;6;4;3;1;–;5;1;-1;5;2;1;1;–;3;–;1;2;2;–;2;–;4;1;1;2
9673172;      Sulzdorf a.d.Lederhecke;4;4;–;–;4;–;-1;5;1;–;1;–;2;–;1;1;2;2;–;–;3;-2;2;3;1;1;–;–;2;–;–;2;2;1;1;–;3;–;2;1;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;6;3;3;–;9;2;2;5
9673173;      Sulzfeld;3;3;–;–;4;–;2;2;9;8;1;–;12;1;5;6;2;2;–;–;2;–;-1;3;8;7;–;1;12;–;5;7;4;3;1;–;5;–;3;2;6;5;1;–;7;1;–;6;3;3;–;–;3;–;–;3;2;2;–;–;4;–;2;2
9673174;      Trappstadt, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;1;–;1;–;2;1;–;1;–;–;–;–;-1;–;-2;1;–;–;–;–;–;–;–;–
9673175;      Unsleben;–;–;–;–;–;–;–;–;3;3;–;–;5;2;–;3;–;–;–;–;–;–;-1;1;1;1;–;–;2;–;1;1;5;3;1;1;11;–;7;4;–;–;–;–;–;–;0;–;2;2;–;–;2;–;1;1;2;2;–;–;4;1;1;2
9673182;      Willmars;–;–;–;–;–;-1;–;1;–;–;–;–;–;–;–;–;–;–;–;–;1;–;2;-1;1;1;–;–;2;–;–;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9673183;      Wollbach;2;2;–;–;2;–;–;2;9;9;–;–;10;–;1;9;3;3;–;–;4;–;–;4;10;8;1;1;15;1;4;10;5;5;–;–;5;–;–;5;11;9;2;–;14;1;0;13;–;–;–;–;–;–;–;–;3;3;–;–;3;–;0;3
9673184;      Wülfershausen a.d.Saale;–;–;–;–;–;–;–;–;7;4;3;–;11;1;4;6;10;10;–;–;11;–;–;11;5;5;–;–;6;–;–;6;8;5;2;1;16;4;8;4;6;4;2;–;9;1;2;6;5;4;1;–;8;2;-1;7;7;6;1;–;7;–;1;6
9673186;      Burglauer;3;3;–;–;3;–;1;2;4;4;–;–;6;–;2;4;8;4;1;3;23;–;17;6;8;8;–;–;10;–;2;8;4;4;–;–;4;1;–;3;2;2;–;–;3;–;1;2;2;2;–;–;3;1;–;2;4;3;1;–;6;1;2;3
9673444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9674111;      Aidhausen;1;1;–;–;4;–;2;2;1;1;–;–;6;2;2;2;2;2;–;–;2;–;–;2;3;2;1;–;6;2;3;1;–;–;–;–;1;1;–;–;3;3;–;–;3;–;2;1;3;3;–;–;8;-1;5;4;1;1;–;–;1;–;–;1
9674118;      Breitbrunn;–;–;–;–;1;–;–;1;3;3;–;–;4;-1;3;2;1;1;–;–;–;-1;–;1;1;1;–;–;2;–;–;2;1;1;–;–;1;–;–;1;3;2;–;1;5;–;1;4;3;3;–;–;3;–;1;2;2;2;–;–;3;–;1;2
9674120;      Bundorf;1;1;–;–;2;–;–;2;2;1;1;–;3;–;1;2;1;1;–;–;1;–;–;1;1;1;–;–;2;–;1;1;1;1;–;–;2;–;–;2;3;3;–;–;3;–;1;2;1;1;–;–;1;–;1;–;1;1;–;–;1;–;–;1
9674121;      Burgpreppach, M;–;–;–;–;1;–;1;–;1;1;–;–;3;1;–;2;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;–;–;–;–;2;–;1;1;1;1;–;–;7;5;1;1;2;2;–;–;2;1;2;-1;1;1;–;–;1;–;–;1
9674129;      Ebelsbach;7;7;–;–;8;–;2;6;3;3;–;–;7;–;3;4;5;4;–;1;8;1;3;4;2;2;–;–;4;–;2;2;5;5;–;–;9;–;1;8;19;18;1;–;23;1;4;18;–;–;–;–;2;–;1;1;–;–;–;–;2;–;–;2
9674130;      Ebern, St;7;7;–;–;11;1;2;8;15;11;2;2;23;4;6;13;6;6;–;–;6;-2;1;7;7;6;–;1;10;4;-1;7;7;7;–;–;51;36;7;8;19;17;1;1;26;3;5;18;25;24;1;–;31;1;3;27;10;7;2;1;16;–;10;6
9674133;      Eltmann, St;10;9;1;–;11;–;–;11;20;14;3;3;40;2;23;15;3;3;–;–;4;1;–;3;6;5;1;–;8;–;3;5;8;7;–;1;15;1;5;9;15;13;1;1;19;5;1;13;14;10;4;–;28;6;8;14;6;5;1;–;9;1;2;6
9674139;      Gädheim;–;–;–;–;–;-2;2;–;3;3;–;–;3;–;–;3;3;3;–;–;3;-1;1;3;1;1;–;–;2;–;1;1;6;5;1;–;7;1;1;5;6;6;–;–;7;-1;–;8;5;5;–;–;5;–;–;5;4;3;1;–;5;1;2;2
9674147;      Haßfurt, St;26;22;2;2;49;1;3;45;35;32;1;2;56;-1;16;41;22;17;4;1;38;–;10;28;16;14;–;2;67;7;33;27;42;35;3;4;71;4;19;48;33;22;3;8;97;11;46;40;39;35;2;2;58;2;15;41;16;12;3;1;22;1;7;14
9674149;      Hofheim i.UFr., St;7;6;1;–;10;–;2;8;5;4;1;–;7;–;1;6;9;7;–;2;24;1;14;9;4;4;–;–;6;2;-2;6;10;7;–;3;29;3;7;19;10;9;1;–;15;4;3;8;10;8;1;1;17;-1;11;7;7;6;1;–;11;–;5;6
9674153;      Riedbach;2;1;1;–;3;1;–;2;5;4;1;–;7;–;1;6;–;–;–;–;1;1;–;–;5;4;1;–;7;1;1;5;4;2;2;–;7;2;–;5;6;6;–;–;6;–;–;6;5;4;1;–;9;2;3;4;2;2;–;–;3;–;1;2
9674159;      Oberaurach;4;3;–;1;13;5;2;6;6;6;–;–;7;–;–;7;8;5;3;–;14;3;4;7;4;3;1;–;6;–;2;4;8;8;–;–;9;–;–;9;12;12;–;–;21;3;1;17;12;10;2;–;14;2;3;9;6;3;3;–;10;1;4;5
9674160;      Kirchlauter;3;2;1;–;6;–;2;4;1;1;–;–;2;–;-1;3;3;2;1;–;5;–;1;4;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;7;7;–;–;8;–;1;7;1;1;–;–;2;–;2;0;4;4;–;–;5;–;2;3
9674163;      Knetzgau;7;6;1;–;11;1;–;10;10;10;–;–;10;-2;2;10;15;15;–;–;18;-1;5;14;10;9;–;1;14;2;4;8;14;14;–;–;17;–;2;15;31;28;2;1;51;1;11;39;15;13;1;1;20;–;5;15;11;7;3;1;18;3;7;8
9674164;      Königsberg i.Bay., St;8;7;–;1;14;2;5;7;6;5;1;–;10;1;3;6;3;3;–;–;5;–;-2;7;7;7;–;–;7;–;-1;8;10;8;2;–;63;50;3;10;10;10;–;–;11;1;2;8;9;9;–;–;12;–;2;10;5;3;2;–;10;3;2;5
9674171;      Maroldsweisach, M;2;2;–;–;2;–;-1;3;1;1;–;–;2;–;1;1;5;4;1;–;6;–;1;5;3;3;–;–;3;–;2;1;1;1;–;–;1;-1;-1;3;5;3;1;1;19;12;–;7;2;2;–;–;4;–;–;4;3;2;1;–;4;–;1;3
9674180;      Theres;4;3;1;–;6;1;1;4;4;3;1;–;5;1;–;4;5;4;–;1;10;–;6;4;5;4;1;–;7;-1;4;4;10;9;1;–;13;–;1;12;26;25;–;1;33;-2;20;15;4;4;–;–;6;–;1;5;3;2;–;1;9;–;6;3
9674184;      Pfarrweisach;1;1;–;–;2;–;1;1;–;–;–;–;2;–;2;–;2;2;–;–;1;-3;1;3;1;1;–;–;4;–;2;2;3;3;–;–;4;-1;1;4;5;4;1;–;6;1;1;4;4;4;–;–;5;–;-1;6;3;3;–;–;4;–;1;3
9674187;      Rauhenebrach;3;3;–;–;4;–;-1;5;2;2;–;–;3;2;–;1;5;4;1;–;7;1;1;5;2;2;–;–;7;–;4;3;3;3;–;–;6;–;2;4;7;7;–;–;9;–;-1;10;8;7;1;–;10;2;2;6;6;5;1;–;7;–;1;6
9674190;      Rentweinsdorf, M;4;3;–;1;9;1;4;4;2;2;–;–;6;2;–;4;3;3;–;–;3;–;–;3;5;5;–;–;7;–;3;4;9;9;–;–;9;–;3;6;5;5;–;–;6;–;2;4;9;9;–;–;12;–;5;7;1;1;–;–;1;–;–;1
9674195;      Sand a.Main;7;5;1;1;12;–;2;10;2;2;–;–;5;1;-1;5;5;5;–;–;6;–;1;5;5;5;–;–;6;–;2;4;9;9;–;–;11;–;-1;12;12;10;2;–;16;-1;1;16;3;3;–;–;4;–;–;4;4;4;–;–;4;–;–;4
9674201;      Stettfeld;–;–;–;–;1;–;2;-1;1;1;–;–;1;–;–;1;–;–;–;–;1;–;–;1;–;–;–;–;-1;–;–;-1;2;1;–;1;4;–;2;2;3;3;–;–;4;–;1;3;2;2;–;–;3;–;–;3;–;–;–;–;–;–;–;–
9674210;      Untermerzbach;1;1;–;–;2;–;–;2;1;1;–;–;–;–;–;–;3;3;–;–;4;–;3;1;1;1;–;–;1;–;–;1;10;9;–;1;14;-1;6;9;11;11;–;–;16;6;3;7;6;6;–;–;7;–;–;7;5;5;–;–;5;–;1;4
9674219;      Wonfurt;7;7;–;–;7;–;–;7;4;4;–;–;4;–;-1;5;5;5;–;–;5;–;–;5;4;4;–;–;4;–;2;2;10;8;2;–;14;1;7;6;2;2;–;–;3;–;1;2;8;7;1;–;10;–;1;9;8;6;2;–;10;1;3;6
9674221;      Zeil a.Main, St;8;7;–;1;14;1;3;10;6;4;2;–;8;1;1;6;5;5;–;–;4;-1;1;4;7;6;1;–;10;–;2;8;6;5;1;–;8;1;1;6;11;10;–;1;18;2;3;13;10;10;–;–;13;–;6;7;5;5;–;–;5;–;2;3
9674223;      Ermershausen;1;1;–;–;2;–;1;1;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;2;2;–;–;2;–;-1;3;1;1;–;–;1;–;–;1
9675111;      Abtswind, M;2;2;–;–;3;–;-1;4;–;–;–;–;–;–;–;–;–;–;–;–;1;1;–;–;1;1;–;–;1;–;–;1;3;2;1;–;4;–;2;2;3;3;–;–;6;–;4;2;2;1;1;–;5;–;2;3;3;3;–;–;3;–;2;1
9675112;      Albertshofen;2;2;–;–;3;–;2;1;–;–;–;–;1;1;1;-1;2;2;–;–;3;1;–;2;–;–;–;–;–;–;–;–;2;1;–;1;5;–;-1;6;9;8;–;1;11;2;1;8;11;10;1;–;13;–;3;10;1;1;–;–;1;–;0;1
9675113;      Biebelried;2;1;–;1;7;–;–;7;2;2;–;–;2;–;–;2;3;3;–;–;3;–;-1;4;1;1;–;–;1;–;–;1;2;2;–;–;4;1;–;3;1;1;–;–;1;–;–;1;3;3;–;–;7;–;1;6;6;6;–;–;6;–;–;6
9675114;      Buchbrunn;2;1;1;–;3;–;1;2;1;1;–;–;2;–;1;1;3;3;–;–;3;–;–;3;2;2;–;–;2;–;–;2;3;3;–;–;4;1;1;2;2;2;–;–;3;–;1;2;3;2;–;1;13;2;8;3;–;–;–;–;–;–;–;–
9675116;      Castell;5;5;–;–;6;–;–;6;2;2;–;–;2;–;–;2;2;2;–;–;2;–;2;–;–;–;–;–;–;–;–;–;2;2;–;–;2;–;–;2;2;1;1;–;3;1;–;2;1;1;–;–;1;–;1;0;2;1;1;–;3;1;–;2
9675117;      Dettelbach, St;10;9;–;1;13;1;1;11;9;7;–;2;26;1;10;15;8;7;1;–;10;1;-1;10;14;13;1;–;22;2;2;18;22;19;2;1;31;4;8;19;15;14;1;–;25;2;0;23;23;19;–;4;41;5;13;23;12;10;1;1;20;0;5;15
9675127;      Geiselwind, M;4;3;1;–;5;–;1;4;4;4;–;–;4;–;–;4;8;8;–;–;9;1;-1;9;2;2;–;–;2;–;–;2;13;11;2;–;16;–;4;12;3;3;–;–;5;–;3;2;7;6;1;–;8;–;3;5;6;5;1;–;7;–;4;3
9675131;      Großlangheim, M;5;5;–;–;5;–;–;5;1;1;–;–;1;–;–;1;3;3;–;–;3;–;–;3;–;–;–;–;–;–;–;–;9;8;1;–;10;–;3;7;10;8;2;–;11;-1;4;8;3;3;–;–;3;–;-1;4;3;3;–;–;4;–;1;3
9675139;      Iphofen, St;8;7;1;–;9;–;1;8;27;25;1;1;41;1;13;27;17;16;1;–;19;1;–;18;7;7;–;–;11;1;3;7;24;23;1;–;30;–;4;26;39;37;1;1;55;12;5;38;19;13;4;2;33;4;9;20;18;13;–;5;44;2;25;17
9675141;      Kitzingen, GKSt;26;22;2;2;40;3;13;24;–;–;–;–;–;–;–;–;32;26;1;5;103;9;55;39;17;13;2;2;51;11;24;16;1;–;1;–;2;–;–;2;34;28;3;3;65;4;36;25;35;25;2;8;128;28;68;32;23;22;1;–;29;1;2;26
9675142;      Kleinlangheim, M;1;1;–;–;2;–;–;2;5;5;–;–;5;–;1;4;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;-1;3;2;1;–;8;–;4;4;4;4;–;–;3;–;1;2;–;–;–;–;–;–;–;0;1;1;–;–;1;–;–;1
9675144;      Mainbernheim, St;3;3;–;–;3;2;-1;2;3;3;–;–;4;–;1;3;3;3;–;–;3;–;–;3;3;3;–;–;4;–;1;3;18;17;1;–;19;–;1;18;5;5;–;–;13;4;5;4;3;3;–;–;7;1;2;4;3;2;–;1;5;1;2;2
9675146;      Mainstockheim;2;2;–;–;2;–;–;2;–;–;–;–;2;1;–;1;2;2;–;–;2;–;–;2;–;–;–;–;–;–;–;–;2;2;–;–;2;–;-1;3;5;4;1;–;6;–;1;5;6;4;2;–;9;–;1;8;1;–;1;–;2;–;1;1
9675147;      Marktbreit, St;12;11;–;1;17;1;7;9;18;16;2;–;19;–;2;17;9;8;1;–;10;–;4;6;6;4;–;2;11;2;5;4;31;29;2;–;36;4;5;27;24;21;2;1;24;5;-4;23;1;–;1;–;2;–;2;–;2;2;–;–;2;–;–;2
9675148;      Markt Einersheim, M;–;–;–;–;–;–;–;–;5;5;–;–;5;–;–;5;–;–;–;–;–;–;–;–;4;3;1;–;5;1;–;4;5;4;1;–;7;2;1;4;4;3;1;–;5;1;1;3;4;4;–;–;4;–;-1;5;–;–;–;–;-1;–;–;-1
9675149;      Marktsteft, St;4;4;–;–;6;–;2;4;4;4;–;–;4;–;–;4;1;1;–;–;4;–;3;1;3;2;1;–;3;1;–;2;4;4;–;–;5;1;-1;5;6;6;–;–;6;–;1;5;2;1;1;–;4;–;1;3;4;4;–;–;5;1;–;4
9675150;      Martinsheim;2;1;1;–;3;–;–;3;5;5;–;–;5;–;–;5;–;–;–;–;-1;–;-1;–;–;–;–;–;1;–;1;–;3;3;–;–;3;–;–;3;4;4;–;–;5;–;–;5;3;3;–;–;4;–;–;4;6;6;–;–;6;–;–;6
9675155;      Nordheim a.Main;1;1;–;–;1;–;-1;2;1;1;–;–;4;2;1;1;2;2;–;–;7;5;–;2;1;1;–;–;1;–;1;–;3;3;–;–;7;1;1;5;1;–;1;–;2;–;1;1;2;1;1;–;3;–;2;1;1;1;–;–;2;–;–;2
9675156;      Obernbreit, M;2;2;–;–;2;–;–;2;1;1;–;–;1;1;–;–;2;2;–;–;5;2;2;1;2;2;–;–;2;–;1;1;2;1;1;–;4;1;–;3;5;4;–;1;9;1;1;7;2;2;–;–;2;–;–;2;1;1;–;–;2;–;1;1
9675158;      Prichsenstadt, St;3;3;–;–;3;–;–;3;9;9;–;–;11;–;–;11;2;2;–;–;–;–;-3;3;3;3;–;–;4;–;1;3;9;7;2;–;13;1;1;11;18;18;–;–;21;-1;7;15;20;17;3;–;34;2;9;23;6;6;–;–;7;2;3;2
9675161;      Rödelsee;4;4;–;–;5;–;-1;6;11;10;1;–;12;–;1;11;8;8;–;–;10;–;1;9;3;3;–;–;3;–;1;2;7;6;1;–;9;–;3;6;12;11;–;1;18;1;3;14;6;5;1;–;12;4;1;7;11;11;–;–;12;–;–;12
9675162;      Rüdenhausen, M;–;–;–;–;1;–;–;1;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;3;3;–;–;3;–;2;1;4;3;1;–;5;–;3;2;3;3;–;–;3;–;1;2;1;1;–;–;3;1;–;2;–;–;–;–;–;–;-1;1
9675165;      Schwarzach a.Main, M;4;3;1;–;7;–;2;5;7;6;1;–;14;1;1;12;5;4;–;1;17;4;8;5;6;6;–;–;7;1;1;5;13;13;–;–;21;–;4;17;8;8;–;–;9;–;1;8;12;10;1;1;21;3;8;10;7;5;2;–;10;1;2;7
9675166;      Segnitz;1;1;–;–;1;–;–;1;7;7;–;–;7;–;–;7;–;–;–;–;2;2;–;–;1;1;–;–;3;–;2;1;1;1;–;–;1;–;-1;2;1;1;–;–;1;–;-1;2;–;–;–;–;2;3;-2;1;2;2;–;–;4;–;–;4
9675167;      Seinsheim, M;1;1;–;–;1;–;–;1;4;3;1;–;6;–;2;4;1;1;–;–;2;–;–;2;1;1;–;–;1;–;–;1;7;6;1;–;8;1;2;5;3;3;–;–;6;–;-1;7;3;3;–;–;3;–;–;3;3;2;–;1;5;–;2;3
9675169;      Sommerach;2;2;–;–;4;1;–;3;2;2;–;–;4;–;2;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;10;10;–;–;9;–;1;8;11;10;1;–;13;–;1;12;6;4;–;2;16;–;8;8;1;1;–;–;1;–;1;–
9675170;      Sulzfeld a.Main;–;–;–;–;–;–;–;–;2;2;–;–;2;–;–;2;–;–;–;–;–;–;–;–;1;1;–;–;2;–;–;2;3;3;–;–;3;–;1;2;4;4;–;–;4;–;–;4;1;1;–;–;3;1;-1;3;1;1;–;–;1;–;–;1
9675174;      Volkach, St;12;7;3;2;24;-1;13;12;7;7;–;–;10;–;2;8;11;11;–;–;20;–;7;13;5;3;–;2;18;2;7;9;12;9;–;3;28;5;10;13;23;19;1;3;52;2;24;26;26;18;2;6;54;0;22;32;10;5;4;1;21;8;1;12
9675177;      Wiesenbronn;–;–;–;–;1;–;–;1;4;3;1;–;6;–;2;4;2;1;1;–;4;1;–;3;2;2;–;–;2;–;1;1;1;1;–;–;1;–;1;–;5;4;1;–;10;1;3;6;6;5;1;–;7;1;0;6;–;–;–;–;2;1;1;0
9675178;      Wiesentheid, M;9;7;1;1;15;–;8;7;8;8;–;–;9;1;1;7;20;17;2;1;28;2;5;21;9;9;–;–;9;–;–;9;8;8;–;–;10;–;2;8;23;20;2;1;30;3;4;23;23;17;4;2;42;2;9;31;9;8;1;–;10;0;1;9
9675179;      Willanzheim, M;5;3;2;–;7;-1;3;5;5;5;–;–;5;–;1;4;4;4;–;–;4;–;–;4;7;6;1;–;8;–;2;6;4;4;–;–;4;–;1;3;7;5;1;1;10;–;5;5;5;4;1;–;7;1;3;3;1;1;–;–;1;–;-1;2
9676111;      Altenbuch;1;1;–;–;3;1;1;1;3;3;–;–;3;–;–;3;1;–;1;–;2;–;1;1;2;2;–;–;2;–;–;2;2;2;–;–;2;–;–;2;1;1;–;–;1;–;-1;2;–;–;–;–;2;–;2;–;2;1;1;–;3;–;1;2
9676112;      Amorbach, St;2;2;–;–;6;3;–;3;3;2;1;–;6;–;5;1;5;5;–;–;9;1;2;6;2;1;–;1;5;–;1;4;1;–;–;1;5;1;1;3;5;5;–;–;4;–;-1;5;3;3;–;–;3;–;-2;5;3;2;–;1;6;-1;3;4
9676116;      Bürgstadt, M;5;4;1;–;6;1;-1;6;4;2;1;1;23;11;8;4;3;3;–;–;4;–;–;4;4;4;–;–;5;1;–;4;3;2;1;–;7;–;3;4;4;3;1;–;9;2;1;6;3;2;1;–;5;2;1;2;8;6;1;1;39;24;9;6
9676117;      Collenberg;5;4;1;–;7;2;–;5;2;2;–;–;3;–;–;3;5;4;–;1;10;–;6;4;3;2;1;–;4;1;–;3;3;3;–;–;3;–;1;2;1;1;–;–;1;–;–;1;2;2;–;–;2;–;1;1;3;1;–;2;30;21;7;2
9676118;      Dorfprozelten;2;2;–;–;2;–;–;2;1;1;–;–;1;–;–;1;1;–;–;1;10;4;5;1;–;–;–;–;2;1;1;–;2;2;–;–;2;–;–;2;1;1;–;–;2;1;–;1;2;2;–;–;2;–;–;2;1;1;–;–;1;–;–;1
9676119;      Eichenbühl;2;2;–;–;2;1;–;1;3;3;–;–;5;2;-1;4;4;4;–;–;4;–;-1;5;1;1;–;–;2;–;1;1;3;3;–;–;3;–;1;2;6;5;1;–;8;1;1;6;3;1;1;1;10;6;3;1;4;3;1;–;7;1;–;6
9676121;      Elsenfeld, M;2;–;1;1;24;4;10;10;26;17;2;7;63;10;32;21;10;9;–;1;18;1;8;9;17;14;–;3;28;3;12;13;5;3;–;2;14;2;9;3;8;7;–;1;18;5;4;9;7;2;3;2;31;11;16;4;9;4;3;2;25;3;13;9
9676122;      Erlenbach a.Main, St;12;9;1;2;38;16;10;12;16;11;3;2;36;4;16;16;9;4;1;4;58;14;36;8;13;11;–;2;37;7;20;10;6;3;–;3;17;-1;9;9;10;7;1;2;34;6;19;9;8;5;1;2;15;3;5;7;11;11;–;–;20;-3;4;19
9676123;      Eschau, M;6;4;1;1;9;3;1;5;10;7;2;1;27;7;4;16;6;4;1;1;10;–;3;7;6;6;–;–;9;–;3;6;3;3;–;–;4;–;2;2;1;–;–;1;7;4;0;3;11;10;–;1;16;1;6;9;20;16;1;3;39;2;16;21
9676124;      Faulbach;5;4;–;1;8;–;-1;9;3;3;–;–;3;–;–;3;4;3;–;1;14;2;6;6;5;5;–;–;6;–;1;5;9;8;1;–;12;-1;3;10;1;–;1;–;3;2;1;–;5;3;1;1;13;2;6;5;6;5;–;1;9;–;5;4
9676125;      Großheubach, M;8;7;1;–;10;–;–;10;9;7;1;1;20;2;8;10;10;8;2;–;15;2;–;13;3;2;–;1;7;–;4;3;5;5;–;–;7;1;–;6;4;3;1;–;6;–;2;4;3;2;1;–;5;–;1;4;5;2;3;–;8;–;3;5
9676126;      Großwallstadt;2;2;–;–;3;–;1;2;13;11;2;–;16;–;-1;17;3;3;–;–;8;–;3;5;11;9;–;2;27;1;13;13;2;2;–;–;4;–;2;2;7;7;–;–;10;1;2;7;4;4;–;–;7;1;1;5;6;6;–;–;8;–;1;7
