Baugenehmigungen seit 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9673113;      Aubstadt;–;–;–;–;2;1;-1;2;1;1;–;–;2;–;–;2;2;2;–;–;3;–;1;2;1;1;–;–;1;–;–;1;4;4;–;–;4;–;-1;5;3;2;–;1;11;2;8;1;4;4;–;–;4;–;1;3;–;–;–;–;1;–;1;–
9673114;      Bad Neustadt a.d.Saale, St;18;10;3;5;36;2;8;26;21;14;2;5;57;9;25;23;20;19;–;1;25;2;7;16;24;18;2;4;60;7;23;30;13;8;3;2;29;4;7;18;33;21;6;6;147;8;86;53;11;9;–;2;47;11;24;12;10;4;4;2;68;45;15;8
9673116;      Bastheim;1;1;–;–;3;–;2;1;3;3;–;–;4;–;–;4;7;6;1;–;9;–;1;8;4;3;1;–;7;1;–;6;6;4;2;–;7;2;1;4;4;3;1;–;6;2;0;4;4;2;2;–;7;2;3;2;5;4;1;–;7;1;1;5
9673117;      Bischofsheim a.d.Rhön, St;9;8;1;–;13;2;6;5;9;9;–;–;9;–;-2;11;3;3;–;–;6;2;-1;5;8;8;–;–;11;–;4;7;9;8;1;–;13;-1;3;11;11;10;1;–;19;3;5;11;9;4;1;4;21;-1;19;3;4;4;–;–;5;1;–;4
9673123;      Fladungen, St;2;2;–;–;3;1;-1;3;2;1;1;–;4;1;-1;4;2;2;–;–;2;–;–;2;2;2;–;–;2;1;–;1;2;2;–;–;2;–;–;2;5;4;1;–;6;2;-1;5;4;3;1;–;9;–;5;4;5;4;–;1;9;1;3;5
9673126;      Großbardorf;2;2;–;–;2;–;-1;3;2;2;–;–;4;1;1;2;4;3;1;–;4;–;2;2;4;4;–;–;4;–;-1;5;8;7;1;–;11;2;1;8;6;6;–;–;6;-1;-1;8;4;2;2;–;6;1;1;4;5;3;2;–;8;–;5;3
9673127;      Großeibstadt;–;–;–;–;1;–;1;–;3;3;–;–;5;–;2;3;5;5;–;–;5;–;1;4;3;1;2;–;5;–;2;3;3;3;–;–;4;–;2;2;5;3;2;–;8;2;2;4;4;3;1;–;6;–;1;5;–;–;–;–;–;–;-1;1
9673129;      Hausen;–;–;–;–;–;–;–;–;1;1;–;–;2;1;–;1;1;1;–;–;1;–;–;1;1;1;–;–;2;–;1;1;2;1;1;–;3;1;–;2;1;1;–;–;1;–;–;1;1;1;–;–;1;–;0;1;4;4;–;–;4;–;3;1
9673130;      Hendungen;4;3;1;–;6;–;4;2;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;1;1;–;–;1;–;1;–;1;1;–;–;2;-1;3;–;1;1;–;–;1;–;-1;2;2;2;–;–;3;–;1;2;–;–;–;–;–;–;–;0
9673131;      Herbstadt;2;2;–;–;2;–;–;2;1;1;–;–;1;–;–;1;1;1;–;–;1;–;1;–;–;–;–;–;–;–;–;–;1;–;1;–;2;1;1;–;2;1;1;–;3;1;–;2;2;–;2;–;4;1;1;2;1;1;–;–;2;–;–;2
9673133;      Heustreu;8;6;2;–;10;2;1;7;8;6;2;–;10;–;3;7;10;8;2;–;13;2;2;9;7;6;–;1;12;2;1;9;11;7;–;4;32;6;18;8;9;6;3;–;14;3;4;7;6;3;2;1;15;3;8;4;2;2;–;–;2;–;–;2
9673134;      Höchheim;1;1;–;–;2;–;–;2;–;–;–;–;–;–;–;–;–;–;–;–;2;–;1;1;1;1;–;–;3;1;2;–;2;2;–;–;2;–;–;2;1;1;–;–;1;-1;–;2;–;–;–;–;3;–;2;1;–;–;–;–;–;–;–;0
9673135;      Hohenroth;30;29;1;–;31;–;3;28;20;17;3;–;26;1;10;15;14;12;2;–;18;2;4;12;10;9;1;–;11;–;-1;12;5;3;1;1;16;–;8;8;7;5;–;2;12;–;3;9;4;4;–;–;5;–;1;4;2;–;2;–;6;1;2;3
9673136;      Hollstadt;2;2;–;–;2;–;–;2;3;3;–;–;3;–;–;3;3;3;–;–;4;–;2;2;3;3;–;–;4;–;–;4;4;3;1;–;8;1;2;5;5;3;2;–;9;1;5;3;7;5;1;1;13;1;1;11;3;2;1;–;5;–;4;1
9673141;      Bad Königshofen i.Grabfeld, St;3;2;–;1;–;-6;–;6;8;5;1;2;21;1;10;10;10;9;–;1;20;2;7;11;10;7;2;1;23;3;10;10;12;5;4;3;27;16;4;7;27;25;1;1;61;19;12;30;17;14;3;–;26;6;4;16;9;5;–;4;26;5;12;9
9673142;      Mellrichstadt, St;9;7;1;1;18;2;11;5;10;7;2;1;20;2;7;11;10;10;–;–;16;3;2;11;9;6;–;3;28;3;16;9;18;17;–;1;27;1;13;13;16;11;3;2;35;8;12;15;9;9;–;–;10;–;1;9;–;–;–;–;3;1;1;1
9673146;      Niederlauer;2;2;–;–;3;–;–;3;12;12;–;–;13;1;–;12;5;5;–;–;5;–;–;5;4;4;–;–;7;2;2;3;6;5;1;–;9;1;2;6;4;2;2;–;9;3;4;2;6;5;1;–;9;2;1;6;–;–;–;–;1;–;1;–
9673147;      Nordheim v.d.Rhön;1;1;–;–;2;–;1;1;3;3;–;–;5;-1;2;4;4;3;–;1;7;–;2;5;1;–;1;–;1;–;-1;2;3;3;–;–;3;–;–;3;6;6;–;–;6;–;1;5;2;2;–;–;2;–;-1;3;–;–;–;–;1;–;2;-1
9673149;      Oberelsbach, M;3;1;1;1;8;–;6;2;9;7;2;–;13;1;4;8;5;5;–;–;8;–;4;4;13;12;–;1;17;1;2;14;11;10;1;–;12;1;–;11;13;12;1;–;16;1;2;13;9;7;–;2;17;7;2;8;5;5;–;–;6;–;1;5
9673151;      Oberstreu;1;1;–;–;1;–;–;1;3;1;2;–;8;2;2;4;5;4;–;1;8;1;–;7;1;1;–;–;–;–;–;–;7;7;–;–;12;1;2;9;11;8;2;1;16;4;4;8;10;9;1;–;10;1;0;9;2;2;–;–;2;–;1;1
9673153;      Ostheim v.d.Rhön, St;5;5;–;–;5;–;-1;6;2;2;–;–;4;2;1;1;6;5;1;–;8;–;1;7;4;4;–;–;14;–;10;4;7;7;–;–;6;-1;–;7;5;5;–;–;6;2;–;4;4;3;–;1;13;7;6;0;3;3;–;–;9;3;3;3
9673156;      Rödelmaier;5;5;–;–;5;–;–;5;5;4;–;1;9;–;6;3;4;4;–;–;5;–;1;4;4;4;–;–;4;–;–;4;5;5;–;–;5;–;-1;6;2;1;1;–;4;–;1;3;3;3;–;–;3;–;–;3;1;1;–;–;1;–;-1;2
9673160;      Saal a.d.Saale, M;1;1;–;–;3;–;2;1;6;3;2;1;15;3;6;6;4;3;–;1;22;16;3;3;13;12;1;–;15;–;2;13;5;5;–;–;7;–;–;7;8;7;1;–;12;–;3;9;2;2;–;–;3;–;–;3;4;3;1;–;5;1;2;2
9673161;      Salz;14;12;1;1;24;–;3;21;9;8;1;–;10;–;-1;11;4;4;–;–;5;1;–;4;6;3;1;2;22;1;14;7;4;3;–;1;19;–;15;4;4;2;1;1;9;–;6;3;8;1;–;7;113;35;75;3;1;–;1;–;4;1;-1;4
9673162;      Sandberg;2;2;–;–;6;–;4;2;4;4;–;–;6;–;2;4;4;3;1;–;6;-1;2;5;2;2;–;–;3;–;-2;5;1;1;–;–;2;–;1;1;5;4;1;–;10;1;3;6;2;2;–;–;3;1;2;0;1;1;–;–;1;–;0;1
9673163;      Schönau a.d.Brend;2;2;–;–;3;1;–;2;2;2;–;–;2;–;1;1;3;3;–;–;4;–;2;2;1;1;–;–;1;–;–;1;3;3;–;–;3;–;-1;4;5;5;–;–;6;–;0;6;–;–;–;–;–;–;-2;2;1;1;–;–;3;–;0;3
9673167;      Sondheim v.d.Rhön;2;2;–;–;4;–;–;4;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;–;–;–;–;–;–;–;–;–;–;–;–;1;–;–;1;3;3;–;–;5;–;2;3;2;2;–;–;2;–;–;2;1;1;–;–;1;–;–;1
9673170;      Stockheim;–;–;–;–;–;–;–;–;–;–;–;–;3;1;-1;3;3;2;1;–;5;–;2;3;1;1;–;–;4;1;1;2;5;3;2;–;7;–;3;4;4;1;2;1;15;7;7;1;2;2;–;–;1;-1;–;2;2;2;–;–;5;–;1;4
9673171;      Strahlungen;7;5;1;1;14;–;9;5;2;1;–;1;5;–;3;2;1;1;–;–;1;–;1;–;11;8;3;–;14;1;2;11;3;2;1;–;4;–;1;3;3;3;–;–;5;–;1;4;6;1;4;1;18;9;2;7;–;–;–;–;–;–;-1;1
9673172;      Sulzdorf a.d.Lederhecke;1;–;1;–;2;–;–;2;2;2;–;–;2;–;–;2;2;2;–;–;4;-2;4;2;2;1;1;–;3;–;–;3;4;4;–;–;5;–;2;3;3;1;2;–;6;1;3;2;2;1;1;–;3;1;–;2;1;1;–;–;1;–;–;1
9673173;      Sulzfeld;3;3;–;–;4;–;2;2;5;5;–;–;6;–;–;6;8;7;–;1;11;–;5;6;6;6;–;–;7;–;1;6;6;3;3;–;9;1;2;6;9;9;–;–;12;–;2;10;3;3;–;–;3;–;2;1;4;3;1;–;7;1;5;1
9673174;      Trappstadt, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;1;–;–;–;–;-2;2;2;2;–;–;2;–;–;2;–;–;–;–;–;–;–;–;2;–;2;–;4;1;-1;4;3;2;1;–;4;–;1;3;2;1;1;–;8;1;7;0
9673175;      Unsleben;–;–;–;–;2;2;–;–;2;2;–;–;2;–;-1;3;2;2;–;–;2;–;–;2;2;1;–;1;8;–;7;1;1;–;1;–;5;2;2;1;4;3;–;1;13;5;5;3;4;3;–;1;13;3;7;3;1;1;–;–;1;–;-3;4
9673182;      Willmars;–;–;–;–;1;-1;–;2;–;–;–;–;1;–;2;-1;1;1;–;–;1;–;–;1;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;2;2;–;–;2;–;1;1;1;1;–;–;1;–;1;–;–;–;–;–;–;–;–;–
9673183;      Wollbach;6;6;–;–;6;–;2;4;6;5;1;–;8;–;1;7;7;6;–;1;11;1;3;7;15;14;1;–;18;1;-1;18;7;4;2;1;12;1;6;5;9;5;2;2;16;4;4;8;3;3;–;–;9;2;5;2;–;–;–;–;2;–;-1;3
9673184;      Wülfershausen a.d.Saale;2;2;–;–;2;–;–;2;10;10;–;–;11;–;–;11;8;7;1;–;10;1;–;9;8;6;1;1;15;3;7;5;11;6;5;–;18;3;5;10;12;11;1;–;16;1;5;10;10;9;1;–;10;1;1;8;2;2;–;–;2;–;–;2
9673186;      Burglauer;3;3;–;–;4;–;1;3;10;6;1;3;26;–;19;7;7;7;–;–;9;–;1;8;6;6;–;–;8;1;2;5;6;4;1;1;13;–;8;5;2;2;–;–;3;-1;2;2;6;5;1;–;7;1;2;4;2;2;–;–;3;–;1;2
9673444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9674111;      Aidhausen;2;1;1;–;3;2;–;1;1;1;–;–;2;–;2;–;4;4;–;–;6;1;2;3;2;2;–;–;5;–;5;–;3;2;1;–;6;-1;4;3;7;6;1;–;9;–;3;6;5;5;–;–;7;–;3;4;5;5;–;–;8;1;4;3
9674118;      Breitbrunn;3;2;–;1;5;–;2;3;3;3;–;–;3;–;1;2;2;2;–;–;1;-1;1;1;1;1;–;–;2;–;1;1;–;–;–;–;–;–;-2;2;3;3;–;–;4;1;1;2;4;3;1;–;6;1;2;3;2;2;–;–;3;-1;2;2
9674120;      Bundorf;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;1;1;–;–;2;–;-1;3;2;2;–;–;2;–;1;1;6;6;–;–;6;–;4;2;6;5;1;–;7;–;5;2;1;1;–;–;1;–;–;1;2;2;–;–;3;1;–;2
9674121;      Burgpreppach, M;2;2;–;–;11;8;4;-1;1;1;–;–;–;-1;1;–;1;1;–;–;2;–;1;1;3;3;–;–;3;–;–;3;5;5;–;–;11;1;5;5;3;3;–;–;4;–;1;3;4;3;1;–;6;1;0;5;2;1;1;–;4;–;3;1
9674129;      Ebelsbach;7;5;–;2;60;49;3;8;8;8;–;–;8;–;-1;9;6;6;–;–;10;2;4;4;6;5;1;–;10;–;3;7;4;4;–;–;5;–;–;5;5;1;4;–;11;3;2;6;4;3;–;1;15;–;12;3;3;2;–;1;10;–;9;1
9674130;      Ebern, St;13;11;1;1;17;1;4;12;15;13;1;1;41;25;1;15;14;13;1;–;40;17;10;13;19;18;1;–;25;1;3;21;20;18;–;2;29;3;8;18;14;9;3;2;28;–;17;11;7;6;1;–;14;–;8;6;3;2;1;–;17;12;0;5
9674133;      Eltmann, St;17;11;3;3;29;5;14;10;15;10;2;3;42;19;13;10;12;9;2;1;19;2;10;7;10;7;2;1;30;5;12;13;12;10;1;1;20;3;4;13;33;29;4;–;45;1;11;33;16;12;4;–;27;6;6;15;6;6;–;–;9;1;1;7
9674139;      Gädheim;4;4;–;–;4;-1;2;3;6;6;–;–;6;–;–;6;6;5;1;–;7;–;1;6;4;4;–;–;4;–;–;4;9;9;–;–;10;–;–;10;3;1;2;–;6;2;2;2;7;5;2;–;10;2;1;7;2;2;–;–;5;1;3;1
9674147;      Haßfurt, St;79;68;2;9;136;4;33;99;30;20;5;5;70;11;21;38;22;20;1;1;47;1;17;29;33;27;2;4;57;–;35;22;23;21;1;1;41;14;11;16;15;10;2;3;40;6;9;25;21;17;3;1;48;4;28;16;12;8;1;3;30;2;18;10
9674149;      Hofheim i.UFr., St;11;8;1;2;35;7;13;15;5;5;–;–;19;6;6;7;5;5;–;–;4;-1;1;4;12;6;3;3;27;1;8;18;14;13;–;1;26;3;15;8;11;7;1;3;36;6;25;5;7;5;2;–;18;2;9;7;4;4;–;–;7;1;2;4
9674153;      Riedbach;3;2;1;–;6;2;–;4;3;3;–;–;5;2;1;2;2;1;1;–;3;1;1;1;4;3;1;–;5;–;1;4;5;5;–;–;6;–;1;5;6;6;–;–;6;–;1;5;3;3;–;–;3;–;-1;4;1;1;–;–;3;–;3;–
9674159;      Oberaurach;9;7;2;–;15;5;-2;12;8;7;1;–;12;–;2;10;6;5;1;–;10;–;1;9;11;10;1;–;14;1;2;11;18;14;4;–;27;7;6;14;21;14;7;–;34;6;5;23;12;8;2;2;29;7;11;11;5;5;–;–;12;0;5;7
9674160;      Kirchlauter;3;3;–;–;3;–;–;3;1;1;–;–;2;–;–;2;3;3;–;–;3;–;1;2;3;3;–;–;5;–;3;2;7;7;–;–;9;–;1;8;6;6;–;–;7;–;-2;9;2;2;–;–;1;–;1;0;4;4;–;–;5;–;1;4
9674163;      Knetzgau;20;19;1;–;22;–;3;19;20;20;–;–;23;–;6;17;22;21;–;1;41;2;11;28;10;10;–;–;12;–;1;11;16;13;3;–;23;2;4;17;10;6;3;1;22;2;14;6;13;9;2;2;34;7;14;13;7;7;–;–;14;2;5;7
9674164;      Königsberg i.Bay., St;11;10;1;–;16;2;3;11;10;9;1;–;10;–;-1;11;12;12;–;–;60;49;3;8;6;6;–;–;9;1;2;6;13;12;1;–;19;2;7;10;7;7;–;–;13;2;1;10;6;4;2;–;17;4;8;5;3;3;–;–;4;–;0;4
9674171;      Maroldsweisach, M;5;5;–;–;10;1;3;6;–;–;–;–;2;–;–;2;4;2;1;1;17;13;1;3;4;4;–;–;4;–;–;4;1;1;–;–;4;–;-1;5;10;8;2;–;12;2;1;9;5;4;1;–;6;–;1;5;1;1;–;–;2;–;1;1
9674180;      Theres;10;7;2;1;19;-1;11;9;14;12;1;1;20;–;8;12;7;7;–;–;8;–;1;7;8;8;–;–;13;1;3;9;14;13;–;1;25;1;21;3;4;3;1;–;5;–;2;3;1;1;–;–;2;–;–;2;3;3;–;–;5;2;0;3
9674184;      Pfarrweisach;2;2;–;–;2;-1;-1;4;5;5;–;–;6;–;-1;7;5;5;–;–;5;–;1;4;3;2;1;–;5;1;–;4;–;–;–;–;–;–;-1;1;5;5;–;–;6;–;2;4;6;4;1;1;10;–;7;3;2;2;–;–;3;–;1;2
9674187;      Rauhenebrach;4;3;1;–;8;4;3;1;4;4;–;–;8;–;-1;9;5;5;–;–;7;–;–;7;3;3;–;–;4;–;1;3;6;6;–;–;6;–;1;5;10;10;–;–;13;1;4;8;10;7;3;–;14;1;4;9;3;3;–;–;8;3;3;2
9674190;      Rentweinsdorf, M;8;7;–;1;12;–;4;8;7;7;–;–;7;–;2;5;7;6;–;1;13;–;8;5;4;4;–;–;5;–;2;3;4;4;–;–;5;–;2;3;7;7;–;–;10;2;4;4;3;3;–;–;3;–;–;3;2;2;–;–;3;–;2;1
9674195;      Sand a.Main;10;9;1;–;15;-1;4;12;11;11;–;–;15;1;-1;15;7;6;1;–;8;–;-1;9;4;4;–;–;5;–;1;4;3;3;–;–;3;–;–;3;6;4;–;2;13;–;8;5;3;2;1;–;8;3;2;3;–;–;–;–;2;1;1;–
9674201;      Stettfeld;2;1;–;1;5;–;3;2;2;2;–;–;2;–;-1;3;2;2;–;–;3;–;–;3;2;2;–;–;2;–;–;2;3;3;–;–;3;–;–;3;–;–;–;–;–;–;–;–;–;–;–;–;-1;–;–;-1;2;2;–;–;2;–;–;2
9674210;      Untermerzbach;5;4;–;1;10;-1;6;5;6;6;–;–;8;–;1;7;9;9;–;–;12;6;2;4;3;3;–;–;3;–;–;3;4;4;–;–;4;–;1;3;6;6;–;–;7;–;1;6;7;7;–;–;7;–;2;5;–;–;–;–;1;–;–;1
9674219;      Wonfurt;9;8;1;–;10;1;3;6;7;5;2;–;12;–;6;6;5;5;–;–;6;–;2;4;9;9;–;–;9;–;1;8;6;4;2;–;10;3;–;7;4;3;–;1;11;1;7;3;4;3;1;–;6;2;0;4;3;3;–;–;4;–;1;3
9674221;      Zeil a.Main, St;11;10;1;–;16;1;4;11;9;7;1;1;11;1;4;6;9;9;–;–;12;1;2;9;8;7;1;–;10;1;2;7;3;2;1;–;6;-1;6;1;18;15;2;1;36;8;13;15;14;13;1;–;19;1;3;15;2;1;1;–;11;–;6;5
9674223;      Ermershausen;–;–;–;–;–;–;–;–;1;1;–;–;1;–;-1;2;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;–;–;–;–;–;–;-1;1;2;2;–;–;4;1;1;2;2;1;1;–;4;–;1;3;–;–;–;–;–;–;–;–
9675111;      Abtswind, M;1;–;1;–;3;–;–;3;2;1;–;1;4;1;2;1;2;1;1;–;3;1;1;1;1;1;–;–;2;1;1;–;5;4;1;–;7;–;4;3;5;3;2;–;7;2;1;4;4;4;–;–;5;–;3;2;1;1;–;–;1;–;–;1
9675112;      Albertshofen;3;3;–;–;3;–;1;2;2;2;–;–;3;–;1;2;1;1;–;–;1;–;–;1;4;3;–;1;7;–;–;7;4;3;–;1;11;1;7;3;1;1;–;–;1;–;1;–;5;5;–;–;6;1;3;2;2;2;–;–;4;2;1;1
9675113;      Biebelried;1;1;–;–;1;–;–;1;3;3;–;–;4;–;2;2;4;4;–;–;7;1;1;5;–;–;–;–;2;–;1;1;7;7;–;–;13;2;4;7;4;4;–;–;4;–;–;4;19;15;3;1;25;3;6;16;10;8;1;1;13;–;4;9
9675114;      Buchbrunn;7;6;1;–;8;1;–;7;6;6;–;–;6;–;–;6;1;1;–;–;2;1;1;–;2;2;–;–;3;1;–;2;5;3;–;2;16;3;10;3;3;2;1;–;5;–;1;4;–;–;–;–;–;–;–;–;2;2;–;–;2;–;–;2
9675116;      Castell;2;2;–;–;3;–;1;2;5;3;2;–;7;1;4;2;1;1;–;–;1;–;–;1;2;2;–;–;2;–;1;1;3;3;–;–;2;1;–;1;3;2;1;–;5;2;0;3;3;2;1;–;4;1;–;3;2;1;1;–;3;–;2;1
9675117;      Dettelbach, St;18;12;3;3;35;5;13;17;9;7;2;–;15;1;5;9;16;13;3;–;27;4;8;15;22;19;2;1;37;3;9;25;11;9;2;–;24;4;6;14;15;13;1;1;39;11;15;13;13;9;2;2;24;3;5;16;8;7;–;1;19;2;8;9
9675127;      Geiselwind, M;6;5;1;–;7;–;2;5;8;8;–;–;12;1;–;11;5;4;1;–;6;–;2;4;15;10;4;1;24;1;10;13;11;7;2;2;33;19;6;8;20;10;4;6;57;4;39;14;19;7;1;11;95;28;51;16;13;5;1;7;57;13;36;8
9675131;      Großlangheim, M;1;1;–;–;2;–;–;2;5;5;–;–;9;–;1;8;1;1;–;–;1;–;–;1;5;5;–;–;5;–;1;4;12;8;4;–;17;–;10;7;11;9;2;–;16;2;8;6;3;2;1;–;7;1;4;2;1;1;–;–;1;–;-2;3
9675139;      Iphofen, St;28;25;2;1;37;3;3;31;31;28;3;–;39;1;11;27;27;24;1;2;43;1;15;27;35;29;3;3;58;8;20;30;20;15;4;1;33;4;11;18;21;17;3;1;32;-1;11;22;12;8;2;2;26;3;14;9;13;11;2;–;16;1;2;13
9675141;      Kitzingen, GKSt;33;22;3;8;136;20;79;37;5;5;–;–;4;–;-1;5;21;17;2;2;33;6;7;20;11;3;1;7;130;39;84;7;11;7;3;1;23;2;14;7;36;32;2;2;108;29;41;38;54;47;6;1;103;10;37;56;15;12;2;1;64;13;35;16
9675142;      Kleinlangheim, M;3;3;–;–;5;–;1;4;4;3;1;–;5;1;3;1;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;3;1;2;–;8;1;1;6;3;3;–;–;6;–;4;2;11;10;1;–;15;2;1;12;5;3;2;–;6;1;1;4
9675144;      Mainbernheim, St;5;4;–;1;7;1;2;4;3;3;–;–;3;–;–;3;16;16;–;–;19;2;4;13;23;19;3;1;32;4;7;21;6;4;1;1;14;3;6;5;4;3;–;1;9;2;2;5;3;1;1;1;23;21;1;1;3;–;–;3;18;6;12;–
9675146;      Mainstockheim;1;1;–;–;2;1;–;1;5;4;1;–;7;1;–;6;2;2;–;–;3;1;–;2;2;1;1;–;4;–;1;3;17;14;3;–;21;2;2;17;6;6;–;–;9;1;2;6;4;3;1;–;6;–;3;3;4;3;–;1;7;1;1;5
9675147;      Marktbreit, St;25;19;5;1;33;2;11;20;21;19;1;1;25;-1;9;17;8;6;2;–;12;1;2;9;8;7;1;–;18;10;6;2;5;5;–;–;5;–;–;5;4;3;1;–;12;3;7;2;5;5;–;–;6;–;–;6;4;4;–;–;4;-1;1;4
9675148;      Markt Einersheim, M;2;2;–;–;2;–;–;2;1;–;1;–;3;–;2;1;6;5;1;–;7;1;1;5;2;1;1;–;4;2;1;1;5;5;–;–;6;1;4;1;8;7;1;–;8;1;–;7;3;2;–;1;14;–;12;2;–;–;–;–;2;–;2;–
9675149;      Marktsteft, St;3;3;–;–;7;1;1;5;4;3;1;–;7;2;2;3;2;2;–;–;5;2;1;2;6;6;–;–;10;3;4;3;7;6;–;1;10;2;3;5;1;–;1;–;2;–;1;1;4;2;1;1;11;2;7;2;2;2;–;–;3;–;-1;4
9675150;      Martinsheim;3;3;–;–;4;–;–;4;2;2;–;–;1;–;–;1;2;1;–;1;4;1;2;1;3;3;–;–;4;–;–;4;4;3;1;–;6;–;-1;7;3;3;–;–;4;–;4;0;11;9;2;–;13;–;3;10;5;4;1;–;10;2;7;1
9675155;      Nordheim a.Main;3;3;–;–;6;–;2;4;3;3;–;–;4;1;1;2;2;2;–;–;3;–;2;1;1;1;–;–;3;–;–;3;4;2;2;–;7;–;4;3;–;–;–;–;–;–;–;0;2;2;–;–;3;-1;2;2;1;1;–;–;4;3;-1;2
9675156;      Obernbreit, M;5;5;–;–;6;–;–;6;4;4;–;–;8;2;4;2;–;–;–;–;1;1;–;–;4;3;1;–;5;2;–;3;2;1;–;1;5;1;1;3;4;4;–;–;6;1;–;5;1;1;–;–;1;–;0;1;–;–;–;–;–;–;1;-1
9675158;      Prichsenstadt, St;8;8;–;–;8;–;-2;10;6;6;–;–;8;–;–;8;4;3;1;–;8;3;3;2;9;9;–;–;11;–;3;8;15;14;1;–;17;1;4;12;30;28;1;1;43;5;12;26;12;11;1;–;20;3;8;9;3;3;–;–;5;–;–;5
9675161;      Rödelsee;10;9;1;–;11;–;-1;12;22;20;–;2;30;3;9;18;3;2;1;–;5;–;3;2;13;12;–;1;20;3;4;13;12;10;2;–;16;–;4;12;6;4;2;–;9;5;-2;6;5;3;2;–;8;2;2;4;10;8;2;–;13;2;2;9
9675162;      Rüdenhausen, M;3;3;–;–;3;–;-1;4;2;2;–;–;2;–;–;2;4;4;–;–;4;–;2;2;8;7;1;–;9;–;5;4;–;–;–;–;1;–;-2;3;2;2;–;–;2;–;1;1;–;–;–;–;–;–;–;–;–;–;–;–;1;1;–;–
9675165;      Schwarzach a.Main, M;8;6;2;–;12;–;-1;13;2;1;1;–;7;1;1;5;10;9;–;1;23;5;8;10;12;10;1;1;21;5;4;12;10;8;1;1;21;6;5;10;14;12;2;–;20;2;5;13;20;15;4;1;33;4;10;19;6;5;1;–;9;2;4;3
9675166;      Segnitz;2;2;–;–;3;–;-1;4;2;2;–;–;6;2;1;3;–;–;–;–;2;2;-1;1;1;–;1;–;–;1;-3;2;1;1;–;–;1;–;–;1;–;–;–;–;3;1;3;-1;–;–;–;–;3;2;2;-1;2;1;1;–;3;1;–;2
9675167;      Seinsheim, M;1;1;–;–;3;–;1;2;4;2;1;1;7;1;2;4;–;–;–;–;–;–;–;–;6;4;2;–;10;2;5;3;4;4;–;–;4;–;1;3;8;6;2;–;11;–;5;6;5;5;–;–;9;–;5;4;–;–;–;–;-1;–;-1;0
9675169;      Sommerach;1;–;–;1;6;–;2;4;7;7;–;–;7;–;2;5;3;3;–;–;3;–;–;3;23;20;2;1;32;–;10;22;16;15;–;1;24;1;8;15;6;6;–;–;6;4;-4;6;5;4;1;–;8;1;1;6;5;1;1;3;20;11;7;2
9675170;      Sulzfeld a.Main;2;1;–;1;7;2;4;1;2;2;–;–;3;–;–;3;2;2;–;–;2;–;1;1;5;5;–;–;6;1;-2;7;–;–;–;–;-1;–;–;-1;1;1;–;–;2;–;1;1;–;–;–;–;–;–;–;–;1;1;–;–;1;–;1;–
9675174;      Volkach, St;22;13;4;5;51;9;20;22;21;16;2;3;37;7;7;23;16;12;2;2;46;7;23;16;10;8;–;2;47;12;27;8;8;7;–;1;19;5;2;12;15;12;3;–;20;3;3;14;9;7;1;1;18;3;4;11;4;2;–;2;19;5;8;6
9675177;      Wiesenbronn;2;2;–;–;3;1;-1;3;4;4;–;–;4;–;–;4;2;2;–;–;2;–;–;2;3;2;1;–;5;1;3;1;8;7;1;–;12;1;4;7;5;5;–;–;5;1;2;2;3;2;–;1;9;–;7;2;–;–;–;–;–;–;–;–
9675178;      Wiesentheid, M;10;9;1;–;20;5;5;10;16;13;1;2;23;4;4;15;41;39;1;1;52;2;4;46;15;13;1;1;23;2;5;16;14;10;3;1;56;24;16;16;15;11;1;3;31;3;15;13;27;20;4;3;45;4;15;26;5;3;1;1;17;–;7;10
9675179;      Willanzheim, M;5;5;–;–;6;1;–;5;3;3;–;–;3;–;1;2;10;9;–;1;12;–;5;7;3;3;–;–;4;–;1;3;8;8;–;–;9;1;4;4;5;4;–;1;8;–;3;5;6;5;1;–;10;2;2;6;3;3;–;–;5;–;1;4
9676111;      Altenbuch;2;2;–;–;2;–;1;1;2;1;1;–;3;–;1;2;1;1;–;–;1;–;–;1;4;4;–;–;5;–;-1;6;3;2;1;–;6;1;1;4;2;1;1;–;6;1;3;2;–;–;–;–;1;–;1;0;1;1;–;–;2;–;1;1
9676112;      Amorbach, St;6;5;1;–;7;–;1;6;4;2;–;2;12;–;4;8;1;1;–;–;12;1;10;1;1;1;–;–;5;3;–;2;11;10;–;1;14;–;1;13;5;5;–;–;6;-1;2;5;3;2;1;–;5;–;1;4;1;–;–;1;8;1;3;4
